date,year,site,region,measure,data_value,unit,statistic,dataset
2013-11-13,2013,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,379.6,uatm,Value,Munida
2013-11-13,2013,Taiaroa Head (50km offshore),Otago,Salt water temperature,9.9,Degrees Celsius,Mean,Munida
2013-11-13,2013,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.046,NA,Value,Munida
2014-01-28,2014,Taiaroa Head (50km offshore),Otago,Salinity,34.267,NA,Mean,Munida
2014-01-28,2014,Taiaroa Head (50km offshore),Otago,Total alkalinity,2292.4,umol/kg-1,Value,Munida
2014-01-28,2014,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2084.8,umol/kg-1,Value,Munida
2014-01-28,2014,Taiaroa Head (50km offshore),Otago,pH,8.0694,NA,Value,Munida
2014-01-28,2014,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.5228e-09,mol/kg-1,Value,Munida
2014-01-28,2014,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,374.8,uatm,Value,Munida
2014-01-28,2014,Taiaroa Head (50km offshore),Otago,Salt water temperature,12.5,Degrees Celsius,Mean,Munida
2014-01-28,2014,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.297,NA,Value,Munida
2014-03-28,2014,Taiaroa Head (50km offshore),Otago,Salinity,34.302,NA,Mean,Munida
2014-03-28,2014,Taiaroa Head (50km offshore),Otago,Total alkalinity,2278.9,umol/kg-1,Value,Munida
2014-03-28,2014,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2070.7,umol/kg-1,Value,Munida
2014-03-28,2014,Taiaroa Head (50km offshore),Otago,pH,8.0778,NA,Value,Munida
2014-03-28,2014,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.3593e-09,mol/kg-1,Value,Munida
2014-03-28,2014,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,364.0,uatm,Value,Munida
2014-03-28,2014,Taiaroa Head (50km offshore),Otago,Salt water temperature,12.2,Degrees Celsius,Mean,Munida
2014-03-28,2014,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.292,NA,Value,Munida
2014-06-03,2014,Taiaroa Head (50km offshore),Otago,Salinity,34.257,NA,Mean,Munida
2014-06-03,2014,Taiaroa Head (50km offshore),Otago,Total alkalinity,2295.6,umol/kg-1,Value,Munida
2014-06-03,2014,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2109.2,umol/kg-1,Value,Munida
2014-06-03,2014,Taiaroa Head (50km offshore),Otago,pH,8.0647,NA,Value,Munida
2014-06-03,2014,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.6154e-09,mol/kg-1,Value,Munida
2014-06-03,2014,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,378.6,uatm,Value,Munida
2014-06-03,2014,Taiaroa Head (50km offshore),Otago,Salt water temperature,9.8,Degrees Celsius,Mean,Munida
2014-06-03,2014,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.073,NA,Value,Munida
2014-07-29,2014,Taiaroa Head (50km offshore),Otago,Salinity,34.301,NA,Mean,Munida
2014-07-29,2014,Taiaroa Head (50km offshore),Otago,Total alkalinity,2284.3,umol/kg-1,Value,Munida
2014-07-29,2014,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2110.3,umol/kg-1,Value,Munida
2014-07-29,2014,Taiaroa Head (50km offshore),Otago,pH,8.0604,NA,Value,Munida
2014-07-29,2014,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.7011e-09,mol/kg-1,Value,Munida
2014-07-29,2014,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,379.7,uatm,Value,Munida
2014-07-29,2014,Taiaroa Head (50km offshore),Otago,Salt water temperature,8.4,Degrees Celsius,Mean,Munida
2014-07-29,2014,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.939,NA,Value,Munida
2014-12-19,2014,Taiaroa Head (50km offshore),Otago,Salinity,34.338,NA,Mean,Munida
2014-12-19,2014,Taiaroa Head (50km offshore),Otago,Total alkalinity,2282.7,umol/kg-1,Value,Munida
2014-12-19,2014,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2084.4,umol/kg-1,Value,Munida
2014-12-19,2014,Taiaroa Head (50km offshore),Otago,pH,8.0700,NA,Value,Munida
2014-12-19,2014,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.5115e-09,mol/kg-1,Value,Munida
2014-12-19,2014,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,371.8,uatm,Value,Munida
2014-12-19,2014,Taiaroa Head (50km offshore),Otago,Salt water temperature,11.2,Degrees Celsius,Mean,Munida
2014-12-19,2014,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.190,NA,Value,Munida
2015-03-10,2015,Taiaroa Head (50km offshore),Otago,Salinity,34.344,NA,Mean,Munida
2015-03-10,2015,Taiaroa Head (50km offshore),Otago,Total alkalinity,2286.7,umol/kg-1,Value,Munida
2015-03-10,2015,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2078.6,umol/kg-1,Value,Munida
2015-03-10,2015,Taiaroa Head (50km offshore),Otago,pH,8.0705,NA,Value,Munida
2015-03-10,2015,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.5015e-09,mol/kg-1,Value,Munida
2015-03-10,2015,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,372.6,uatm,Value,Munida
2015-03-10,2015,Taiaroa Head (50km offshore),Otago,Salt water temperature,12.5,Degrees Celsius,Mean,Munida
2015-03-10,2015,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.298,NA,Value,Munida
2015-04-21,2015,Taiaroa Head (50km offshore),Otago,Salinity,34.307,NA,Mean,Munida
2015-04-21,2015,Taiaroa Head (50km offshore),Otago,Total alkalinity,2282.4,umol/kg-1,Value,Munida
2015-04-21,2015,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2084.0,umol/kg-1,Value,Munida
2015-04-21,2015,Taiaroa Head (50km offshore),Otago,pH,8.0760,NA,Value,Munida
2015-04-21,2015,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.3955e-09,mol/kg-1,Value,Munida
2015-04-21,2015,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,365.8,uatm,Value,Munida
2015-04-21,2015,Taiaroa Head (50km offshore),Otago,Salt water temperature,10.9,Degrees Celsius,Mean,Munida
2015-04-21,2015,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.188,NA,Value,Munida
2015-08-11,2015,Taiaroa Head (50km offshore),Otago,Salinity,34.320,NA,Mean,Munida
2015-08-11,2015,Taiaroa Head (50km offshore),Otago,Total alkalinity,2294.6,umol/kg-1,Value,Munida
2015-08-11,2015,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2122.3,umol/kg-1,Value,Munida
2015-08-11,2015,Taiaroa Head (50km offshore),Otago,pH,8.0639,NA,Value,Munida
2015-08-11,2015,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.6319e-09,mol/kg-1,Value,Munida
2015-08-11,2015,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,377.5,uatm,Value,Munida
2015-08-11,2015,Taiaroa Head (50km offshore),Otago,Salt water temperature,7.8,Degrees Celsius,Mean,Munida
2015-08-11,2015,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.923,NA,Value,Munida
2015-11-05,2015,Taiaroa Head (50km offshore),Otago,Salinity,34.329,NA,Mean,Munida
2015-11-05,2015,Taiaroa Head (50km offshore),Otago,Total alkalinity,2286.5,umol/kg-1,Value,Munida
2015-11-05,2015,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,NA,umol/kg-1,Value,Munida
2015-11-05,2015,Taiaroa Head (50km offshore),Otago,pH,NA,NA,Value,Munida
2015-11-05,2015,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,NA,mol/kg-1,Value,Munida
2015-11-05,2015,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,NA,uatm,Value,Munida
2015-11-05,2015,Taiaroa Head (50km offshore),Otago,Salt water temperature,8.8,Degrees Celsius,Mean,Munida
2015-11-05,2015,Taiaroa Head (50km offshore),Otago,Aragonite saturation,NA,NA,Value,Munida
2015-12-18,2015,Taiaroa Head (50km offshore),Otago,Salinity,34.319,NA,Mean,Munida
2015-12-18,2015,Taiaroa Head (50km offshore),Otago,Total alkalinity,2283.9,umol/kg-1,Value,Munida
2015-12-18,2015,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2091.2,umol/kg-1,Value,Munida
2015-12-18,2015,Taiaroa Head (50km offshore),Otago,pH,8.0638,NA,Value,Munida
2015-12-18,2015,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.6338e-09,mol/kg-1,Value,Munida
2015-12-18,2015,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,378.0,uatm,Value,Munida
2015-12-18,2015,Taiaroa Head (50km offshore),Otago,Salt water temperature,10.8,Degrees Celsius,Mean,Munida
2015-12-18,2015,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.134,NA,Value,Munida
2016-01-17,2016,Taiaroa Head (50km offshore),Otago,Salinity,34.336,NA,Mean,Munida
2016-01-17,2016,Taiaroa Head (50km offshore),Otago,Total alkalinity,2282.1,umol/kg-1,Value,Munida
2016-01-17,2016,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2085.0,umol/kg-1,Value,Munida
2016-01-17,2016,Taiaroa Head (50km offshore),Otago,pH,8.0615,NA,Value,Munida
2016-01-17,2016,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.6792e-09,mol/kg-1,Value,Munida
2016-01-17,2016,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,380.4,uatm,Value,Munida
2016-01-17,2016,Taiaroa Head (50km offshore),Otago,Salt water temperature,11.6,Degrees Celsius,Mean,Munida
2016-01-17,2016,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.183,NA,Value,Munida
2016-03-14,2016,Taiaroa Head (50km offshore),Otago,Salinity,34.317,NA,Mean,Munida
2016-03-14,2016,Taiaroa Head (50km offshore),Otago,Total alkalinity,2278.6,umol/kg-1,Value,Munida
2016-03-14,2016,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2075.0,umol/kg-1,Value,Munida
2016-03-14,2016,Taiaroa Head (50km offshore),Otago,pH,8.0738,NA,Value,Munida
2016-03-14,2016,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.4375e-09,mol/kg-1,Value,Munida
2016-03-14,2016,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,367.7,uatm,Value,Munida
2016-03-14,2016,Taiaroa Head (50km offshore),Otago,Salt water temperature,11.8,Degrees Celsius,Mean,Munida
2016-03-14,2016,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.244,NA,Value,Munida
2016-06-14,2016,Taiaroa Head (50km offshore),Otago,Salinity,34.263,NA,Mean,Munida
2016-06-14,2016,Taiaroa Head (50km offshore),Otago,Total alkalinity,2282.8,umol/kg-1,Value,Munida
2016-06-14,2016,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2103.6,umol/kg-1,Value,Munida
2016-06-14,2016,Taiaroa Head (50km offshore),Otago,pH,8.0667,NA,Value,Munida
2016-06-14,2016,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.5757e-09,mol/kg-1,Value,Munida
2016-06-14,2016,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,373.6,uatm,Value,Munida
2016-06-14,2016,Taiaroa Head (50km offshore),Otago,Salt water temperature,8.8,Degrees Celsius,Mean,Munida
2016-06-14,2016,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.990,NA,Value,Munida
2016-08-23,2016,Taiaroa Head (50km offshore),Otago,Salinity,34.344,NA,Mean,Munida
2016-08-23,2016,Taiaroa Head (50km offshore),Otago,Total alkalinity,2288.4,umol/kg-1,Value,Munida
2016-08-23,2016,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2115.8,umol/kg-1,Value,Munida
2016-08-23,2016,Taiaroa Head (50km offshore),Otago,pH,8.0579,NA,Value,Munida
2016-08-23,2016,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.7528e-09,mol/kg-1,Value,Munida
2016-08-23,2016,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,382.8,uatm,Value,Munida
2016-08-23,2016,Taiaroa Head (50km offshore),Otago,Salt water temperature,8.2,Degrees Celsius,Mean,Munida
2016-08-23,2016,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.926,NA,Value,Munida
2016-09-20,2016,Taiaroa Head (50km offshore),Otago,Salinity,34.288,NA,Mean,Munida
2016-09-20,2016,Taiaroa Head (50km offshore),Otago,Total alkalinity,2286.4,umol/kg-1,Value,Munida
2016-09-20,2016,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2112.0,umol/kg-1,Value,Munida
2016-09-20,2016,Taiaroa Head (50km offshore),Otago,pH,8.0563,NA,Value,Munida
2016-09-20,2016,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.7836e-09,mol/kg-1,Value,Munida
2016-09-20,2016,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,384.5,uatm,Value,Munida
2016-09-20,2016,Taiaroa Head (50km offshore),Otago,Salt water temperature,8.7,Degrees Celsius,Mean,Munida
2016-09-20,2016,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.947,NA,Value,Munida
2017-02-02,2017,Taiaroa Head (50km offshore),Otago,Salinity,34.290,NA,Mean,Munida
2017-02-02,2017,Taiaroa Head (50km offshore),Otago,Total alkalinity,2281.6,umol/kg-1,Value,Munida
2017-02-02,2017,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2082.4,umol/kg-1,Value,Munida
2017-02-02,2017,Taiaroa Head (50km offshore),Otago,pH,8.0602,NA,Value,Munida
2017-02-02,2017,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.7057e-09,mol/kg-1,Value,Munida
2017-02-02,2017,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,382.0,uatm,Value,Munida
2017-02-02,2017,Taiaroa Head (50km offshore),Otago,Salt water temperature,12.0,Degrees Celsius,Mean,Munida
2017-02-02,2017,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.208,NA,Value,Munida
2017-02-23,2017,Taiaroa Head (50km offshore),Otago,Salinity,34.331,NA,Mean,Munida
2017-02-23,2017,Taiaroa Head (50km offshore),Otago,Total alkalinity,2269.9,umol/kg-1,Value,Munida
2017-02-23,2017,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2047.0,umol/kg-1,Value,Munida
2017-02-23,2017,Taiaroa Head (50km offshore),Otago,pH,8.0839,NA,Value,Munida
2017-02-23,2017,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.2441e-09,mol/kg-1,Value,Munida
2017-02-23,2017,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,357.1,uatm,Value,Munida
2017-02-23,2017,Taiaroa Head (50km offshore),Otago,Salt water temperature,13.8,Degrees Celsius,Mean,Munida
2017-02-23,2017,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.447,NA,Value,Munida
2017-03-27,2017,Taiaroa Head (50km offshore),Otago,Salinity,34.325,NA,Mean,Munida
2017-03-27,2017,Taiaroa Head (50km offshore),Otago,Total alkalinity,2284.1,umol/kg-1,Value,Munida
2017-03-27,2017,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2080.8,umol/kg-1,Value,Munida
2017-03-27,2017,Taiaroa Head (50km offshore),Otago,pH,8.0708,NA,Value,Munida
2017-03-27,2017,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.4956e-09,mol/kg-1,Value,Munida
2017-03-27,2017,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,371.6,uatm,Value,Munida
2017-03-27,2017,Taiaroa Head (50km offshore),Otago,Salt water temperature,11.9,Degrees Celsius,Mean,Munida
2017-03-27,2017,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.245,NA,Value,Munida
2017-06-29,2017,Taiaroa Head (50km offshore),Otago,Salinity,34.436,NA,Mean,Munida
2017-06-29,2017,Taiaroa Head (50km offshore),Otago,Total alkalinity,2288.6,umol/kg-1,Value,Munida
2017-06-29,2017,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2095.0,umol/kg-1,Value,Munida
2017-06-29,2017,Taiaroa Head (50km offshore),Otago,pH,8.0894,NA,Value,Munida
2017-06-29,2017,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.1403e-09,mol/kg-1,Value,Munida
2017-06-29,2017,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,352.8,uatm,Value,Munida
2017-06-29,2017,Taiaroa Head (50km offshore),Otago,Salt water temperature,9.2,Degrees Celsius,Mean,Munida
2017-06-29,2017,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.127,NA,Value,Munida
2017-07-14,2017,Taiaroa Head (50km offshore),Otago,Salinity,34.370,NA,Mean,Munida
2017-07-14,2017,Taiaroa Head (50km offshore),Otago,Total alkalinity,2286.3,umol/kg-1,Value,Munida
2017-07-14,2017,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2111.5,umol/kg-1,Value,Munida
2017-07-14,2017,Taiaroa Head (50km offshore),Otago,pH,8.0487,NA,Value,Munida
2017-07-14,2017,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.9391e-09,mol/kg-1,Value,Munida
2017-07-14,2017,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,392.4,uatm,Value,Munida
2017-07-14,2017,Taiaroa Head (50km offshore),Otago,Salt water temperature,9.2,Degrees Celsius,Mean,Munida
2017-07-14,2017,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.954,NA,Value,Munida
2017-09-21,2017,Taiaroa Head (50km offshore),Otago,Salinity,34.483,NA,Mean,Munida
2017-09-21,2017,Taiaroa Head (50km offshore),Otago,Total alkalinity,2286.5,umol/kg-1,Value,Munida
2017-09-21,2017,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2107.1,umol/kg-1,Value,Munida
2017-09-21,2017,Taiaroa Head (50km offshore),Otago,pH,8.0600,NA,Value,Munida
2017-09-21,2017,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.7092e-09,mol/kg-1,Value,Munida
2017-09-21,2017,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,380.6,uatm,Value,Munida
2017-09-21,2017,Taiaroa Head (50km offshore),Otago,Salt water temperature,9.0,Degrees Celsius,Mean,Munida
2017-09-21,2017,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.993,NA,Value,Munida
2017-11-28,2017,Taiaroa Head (50km offshore),Otago,Salinity,34.432,NA,Mean,Munida
2017-11-28,2017,Taiaroa Head (50km offshore),Otago,Total alkalinity,2281.4,umol/kg-1,Value,Munida
2017-11-28,2017,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2090.3,umol/kg-1,Value,Munida
2017-11-28,2017,Taiaroa Head (50km offshore),Otago,pH,8.0442,NA,Value,Munida
2017-11-28,2017,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,9.0316e-09,mol/kg-1,Value,Munida
2017-11-28,2017,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,398.0,uatm,Value,Munida
2017-11-28,2017,Taiaroa Head (50km offshore),Otago,Salt water temperature,11.8,Degrees Celsius,Mean,Munida
2017-11-28,2017,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.127,NA,Value,Munida
2018-01-30,2018,Taiaroa Head (50km offshore),Otago,Salinity,34.271,NA,Mean,Munida
2018-01-30,2018,Taiaroa Head (50km offshore),Otago,Total alkalinity,2277.6,umol/kg-1,Value,Munida
2018-01-30,2018,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,NA,umol/kg-1,Value,Munida
2018-01-30,2018,Taiaroa Head (50km offshore),Otago,pH,NA,NA,Value,Munida
2018-01-30,2018,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,NA,mol/kg-1,Value,Munida
2018-01-30,2018,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,NA,uatm,Value,Munida
2018-01-30,2018,Taiaroa Head (50km offshore),Otago,Salt water temperature,17.2,Degrees Celsius,Mean,Munida
2018-01-30,2018,Taiaroa Head (50km offshore),Otago,Aragonite saturation,NA,NA,Value,Munida
2018-03-26,2018,Taiaroa Head (50km offshore),Otago,Salinity,34.454,NA,Mean,Munida
2018-03-26,2018,Taiaroa Head (50km offshore),Otago,Total alkalinity,2283.3,umol/kg-1,Value,Munida
2018-03-26,2018,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,NA,umol/kg-1,Value,Munida
2018-03-26,2018,Taiaroa Head (50km offshore),Otago,pH,NA,NA,Value,Munida
2018-03-26,2018,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,NA,mol/kg-1,Value,Munida
2018-03-26,2018,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,NA,uatm,Value,Munida
2018-03-26,2018,Taiaroa Head (50km offshore),Otago,Salt water temperature,13.2,Degrees Celsius,Mean,Munida
2018-03-26,2018,Taiaroa Head (50km offshore),Otago,Aragonite saturation,NA,NA,Value,Munida
2018-04-17,2018,Taiaroa Head (50km offshore),Otago,Salinity,34.372,NA,Mean,Munida
2018-04-17,2018,Taiaroa Head (50km offshore),Otago,Total alkalinity,2289.5,umol/kg-1,Value,Munida
2018-04-17,2018,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2101.2,umol/kg-1,Value,Munida
2018-04-17,2018,Taiaroa Head (50km offshore),Otago,pH,8.0624,NA,Value,Munida
2018-04-17,2018,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.6610e-09,mol/kg-1,Value,Munida
2018-04-17,2018,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,379.8,uatm,Value,Munida
2018-04-17,2018,Taiaroa Head (50km offshore),Otago,Salt water temperature,10.2,Degrees Celsius,Mean,Munida
2018-04-17,2018,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.089,NA,Value,Munida
2018-07-13,2018,Taiaroa Head (50km offshore),Otago,Salinity,34.519,NA,Mean,Munida
2018-07-13,2018,Taiaroa Head (50km offshore),Otago,Total alkalinity,2288.2,umol/kg-1,Value,Munida
2018-07-13,2018,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2111.4,umol/kg-1,Value,Munida
2018-07-13,2018,Taiaroa Head (50km offshore),Otago,pH,8.0498,NA,Value,Munida
2018-07-13,2018,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.9172e-09,mol/kg-1,Value,Munida
2018-07-13,2018,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,391.4,uatm,Value,Munida
2018-07-13,2018,Taiaroa Head (50km offshore),Otago,Salt water temperature,9.2,Degrees Celsius,Mean,Munida
2018-07-13,2018,Taiaroa Head (50km offshore),Otago,Aragonite saturation,1.971,NA,Value,Munida
2018-09-20,2018,Taiaroa Head (50km offshore),Otago,Salinity,34.639,NA,Mean,Munida
2018-09-20,2018,Taiaroa Head (50km offshore),Otago,Total alkalinity,2288.7,umol/kg-1,Value,Munida
2018-09-20,2018,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2108.3,umol/kg-1,Value,Munida
2018-09-20,2018,Taiaroa Head (50km offshore),Otago,pH,8.0462,NA,Value,Munida
2018-09-20,2018,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.9899e-09,mol/kg-1,Value,Munida
2018-09-20,2018,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,395.3,uatm,Value,Munida
2018-09-20,2018,Taiaroa Head (50km offshore),Otago,Salt water temperature,9.9,Degrees Celsius,Mean,Munida
2018-09-20,2018,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.009,NA,Value,Munida
2018-11-09,2018,Taiaroa Head (50km offshore),Otago,Salinity,34.226,NA,Mean,Munida
2018-11-09,2018,Taiaroa Head (50km offshore),Otago,Total alkalinity,2271.6,umol/kg-1,Value,Munida
2018-11-09,2018,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2090.9,umol/kg-1,Value,Munida
2018-11-09,2018,Taiaroa Head (50km offshore),Otago,pH,8.0617,NA,Value,Munida
2018-11-09,2018,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.6750e-09,mol/kg-1,Value,Munida
2018-11-09,2018,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,377.3,uatm,Value,Munida
2018-11-09,2018,Taiaroa Head (50km offshore),Otago,Salt water temperature,9.4,Degrees Celsius,Mean,Munida
2018-11-09,2018,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.007,NA,Value,Munida
2019-01-29,2019,Taiaroa Head (50km offshore),Otago,Salinity,34.276,NA,Mean,Munida
2019-01-29,2019,Taiaroa Head (50km offshore),Otago,Total alkalinity,2284.5,umol/kg-1,Value,Munida
2019-01-29,2019,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2081.0,umol/kg-1,Value,Munida
2019-01-29,2019,Taiaroa Head (50km offshore),Otago,pH,8.0495,NA,Value,Munida
2019-01-29,2019,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.9234e-09,mol/kg-1,Value,Munida
2019-01-29,2019,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,394.3,uatm,Value,Munida
2019-01-29,2019,Taiaroa Head (50km offshore),Otago,Salt water temperature,13.3,Degrees Celsius,Mean,Munida
2019-01-29,2019,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.264,NA,Value,Munida
2019-03-15,2019,Taiaroa Head (50km offshore),Otago,Salinity,34.329,NA,Mean,Munida
2019-03-15,2019,Taiaroa Head (50km offshore),Otago,Total alkalinity,2284.6,umol/kg-1,Value,Munida
2019-03-15,2019,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2067.7,umol/kg-1,Value,Munida
2019-03-15,2019,Taiaroa Head (50km offshore),Otago,pH,8.0767,NA,Value,Munida
2019-03-15,2019,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.3815e-09,mol/kg-1,Value,Munida
2019-03-15,2019,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,366.4,uatm,Value,Munida
2019-03-15,2019,Taiaroa Head (50km offshore),Otago,Salt water temperature,13.3,Degrees Celsius,Mean,Munida
2019-03-15,2019,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.390,NA,Value,Munida
2019-05-23,2019,Taiaroa Head (50km offshore),Otago,Salinity,34.252,NA,Mean,Munida
2019-05-23,2019,Taiaroa Head (50km offshore),Otago,Total alkalinity,2283.5,umol/kg-1,Value,Munida
2019-05-23,2019,Taiaroa Head (50km offshore),Otago,Dissolved inorganic carbon,2097.7,umol/kg-1,Value,Munida
2019-05-23,2019,Taiaroa Head (50km offshore),Otago,pH,8.0562,NA,Value,Munida
2019-05-23,2019,Taiaroa Head (50km offshore),Otago,Hydrogen ion conc,8.7869e-09,mol/kg-1,Value,Munida
2019-05-23,2019,Taiaroa Head (50km offshore),Otago,Partial pressure CO2,385.6,uatm,Value,Munida
2019-05-23,2019,Taiaroa Head (50km offshore),Otago,Salt water temperature,10.4,Degrees Celsius,Mean,Munida
2019-05-23,2019,Taiaroa Head (50km offshore),Otago,Aragonite saturation,2.068,NA,Value,Munida
2019-07-23,2019,Taiaroa Head (50km offshore),Otago,Salinity,34.302,NA,Mean,Munida
2019-07-23,2019,Taiaroa Head (50km offshore),Otago,Total alkalinity,2281.0,umol/kg-1,Value,Munida
